startup_name,angel,startup_industry,region,startup_location,total_participation_in_percent,birthdate,count
Munevo GmbH,WOLFMAN.ONE_GmbH,software,stuttgart,münchen,2.523333333,1960-10-11 0:00:00,1
Sastrify GmbH,Eyser_GmbH_Stuttgart,software,stuttgart,köln,1.421528571,1987-11-06 0:00:00,1
Sastrify GmbH,Sebastian_Müller_UG_(haftungsbeschränkt),software,munich,köln,29.145825,1978-09-28 0:00:00,1
Sastrify GmbH,Mücke_&_Sturm_Beteiligungsgesellschaft_mbH,software,munich,köln,5.251314286,1971-11-25 0:00:00,1
Sastrify GmbH,KM_596_GmbH,software,cologne,köln,19.71444,1980-02-11 0:00:00,1
Sastrify GmbH,I!see_GmbH,software,cologne,köln,4.492,1978-01-09 0:00:00,1
Sastrify GmbH,Dr._VG_Schuh_GmbH,software,cologne,köln,1.335853333,1967-11-28 0:00:00,1
Sastrify GmbH,eja_GmbH,software,other,köln,8.155233333,1969-04-16 0:00:00,1
VATION GmbH,Aqoya_GmbH,sports,cologne,köln,13.07233333,1983-08-24 0:00:00,1
VATION GmbH,"Schulze,_Jörn-Christian",sports,cologne,köln,1.55,1972-11-20 0:00:00,1
VATION GmbH,Mücke_&_Sturm_Beteiligungsgesellschaft_mbH,sports,munich,köln,5.251314286,1971-11-25 0:00:00,1
VATION GmbH,WildeCo_UG_(haftungsbeschränkt),sports,cologne,köln,4.984,1985-08-11 0:00:00,1
VATION GmbH,ID_Ventures_GmbH,sports,munich,köln,11.555,,1
VATION GmbH,Morinka_Beteiligungsgesellschaft_mbH,sports,cologne,köln,13.86995,1962-04-06 0:00:00,1
VATION GmbH,GG_INVEST_Vermögensverwaltungsgesellschaft_mbH,sports,cologne,köln,69.99985,1992-07-26 0:00:00,1
VATION GmbH,newberry_Beteiligungs_GmbH,sports,stuttgart,köln,15.39066667,1966-04-10 0:00:00,1
VATION GmbH,"Heidarian,_Puya",sports,cologne,köln,7.455,1998-10-05 0:00:00,1
VATION GmbH,Everpreneur_Capital_GmbH,sports,berlin,köln,4.2095,1973-01-23 0:00:00,1
VATION GmbH,KCP_Ventures_Holding_GmbH,sports,munich,köln,17.693,1986-01-20 0:00:00,1
TimeRide GmbH,EP_Ventures_GmbH,tourism,munich,münchen,13.46333333,1987-01-26 0:00:00,1
TimeRide GmbH,Charles_Maxim_Rolfe_Songhurst,tourism,international,münchen,1.004878571,1978-09-18 0:00:00,1
TimeRide GmbH,Dr._Alexander_Tarlatt,tourism,cologne,münchen,0.94885,1974-07-19 0:00:00,1
FWC - FreewayCamper GmbH,Charles_Maxim_Rolfe_Songhurst,tourism,international,münchen,1.004878571,1978-09-18 0:00:00,1
FWC - FreewayCamper GmbH,Meles_Ventures_UG_(haftungsbeschränkt),tourism,munich,münchen,2.36,1982-11-28 0:00:00,1
FWC - FreewayCamper GmbH,wrapall_UG_(haftungsbeschränkt),tourism,other,münchen,0.2661,1981-08-06 0:00:00,1
COBOWORX GmbH,Angels_Landing_Two_GmbH,industry,frankfurt,osann-monzel,10.00333333,1979-10-16 0:00:00,1
COBOWORX GmbH,ROMM_Holding_GmbH,industry,berlin,osann-monzel,0.7217111111,1980-05-05 0:00:00,1
COBOWORX GmbH,STS_Ventures_II_GmbH,industry,cologne,osann-monzel,12.695,1968-12-03 0:00:00,1
COBOWORX GmbH,Giovanni_Berti,industry,stuttgart,osann-monzel,6.2,1966-01-24 0:00:00,1
COBOWORX GmbH,ESCEN_GmbH_in_BraunschweigESCEN_GmbH_in_Braunschweig,industry,other,osann-monzel,50.0,1983-07-22 0:00:00,1
COBOWORX GmbH,Mehl_Beteiligungen_GmbH,industry,munich,osann-monzel,1.358856664,1985-01-01 0:00:00,1
COBOWORX GmbH,Sebastian_Schreiner,industry,other,osann-monzel,31.9,1996-12-18 0:00:00,1
Green Home Living GmbH,Baum_des_Lebens_Beteiligungs_GmbH,ecommerce,berlin,berlin,2.365666667,1977-07-27 0:00:00,1
Green Home Living GmbH,about:seed_GmbH,ecommerce,cologne,berlin,1.67768,1978-02-06 0:00:00,1
Green Home Living GmbH,Lion's_Den_Ventures_GmbH,ecommerce,berlin,berlin,4.85,1978-04-26 0:00:00,1
Green Home Living GmbH,BH_Ventures_UG_(haftungsbeschränkt),ecommerce,munich,berlin,2.687566667,1966-07-01 0:00:00,1
Schüttflix GmbH,Dr._MARCUS_HEIDEMANN,construction,other,gütersloh,0.5666666667,1970-01-11 0:00:00,1
Sharpist GmbH,Courage_Companies_UG_(haftungsbeschränkt),staffing,munich,berlin,0.1423666667,1982-08-01 0:00:00,1
Sharpist GmbH,Next_Big_Thing_AG,staffing,berlin,berlin,58.97683333,1971-02-14 0:00:00,1
Sharpist GmbH,PK_Projects_GmbH,staffing,berlin,berlin,2.90884,1976-05-28 0:00:00,1
Sharpist GmbH,eNugget_Ventures_UG_(haftungsbeschränkt),staffing,berlin,berlin,1.4479,1984-08-19 0:00:00,1
Sharpist GmbH,Alvio_GmbH,staffing,berlin,berlin,2.4475,1982-01-05 0:00:00,1
Sharpist GmbH,Matthias_Müller,staffing,munich,berlin,17.1225,1981-02-14 0:00:00,1
GRID GmbH,KM_596_GmbH,software,cologne,düsseldorf,19.71444,1980-02-11 0:00:00,1
GRID GmbH,Penguin_H_UG_(haftungsbeschraenkt),software,cologne,düsseldorf,9.78285,1974-07-11 0:00:00,1
GRID GmbH,neuland_Ventures_GmbH,software,international,düsseldorf,13.86666667,1962-01-24 0:00:00,1
GRID GmbH,Dr._VG_Schuh_GmbH,software,cologne,düsseldorf,1.335853333,1967-11-28 0:00:00,1
GRID GmbH,Previdus_Beteiligungs_GmbH,software,cologne,düsseldorf,17.848,1976-10-02 0:00:00,1
GRID GmbH,Frank_Lehmann,software,stuttgart,düsseldorf,6.2,1964-11-19 0:00:00,1
GRID GmbH,Sebastian_Müller_UG_(haftungsbeschränkt),software,munich,düsseldorf,29.145825,1978-09-28 0:00:00,1
Nova Products GmbH,Benjamin_Günther_Invest_GmbH,ecommerce,munich,münchen,4.854951456,1983-11-03 0:00:00,1
Nova Products GmbH,Christian_Orsinger,ecommerce,cologne,münchen,2.94,1961-05-29 0:00:00,1
Nova Products GmbH,Boston_Venture_GmbH,ecommerce,munich,münchen,1.55412311,1972-05-28 0:00:00,1
Nova Products GmbH,BeAI_GmbH,ecommerce,frankfurt,münchen,3.839733333,1976-05-25 0:00:00,1
Nova Products GmbH,Cambridge_Ventures_UG_(haftungsbeschränkt),ecommerce,munich,münchen,1.373333333,1970-11-12 0:00:00,1
Nova Products GmbH,Altos_Advisors_GmbH,ecommerce,munich,münchen,2.76465,1969-01-08 0:00:00,1
Spreaducation GmbH,Liberty_Ventures_GmbH,education,berlin,berlin,32.0574,1986-08-10 0:00:00,1
Spreaducation GmbH,Wunder-Bird_UG_(haftungsbeschränkt),education,berlin,berlin,2.178633333,1984-06-26 0:00:00,1
Epimune GmbH,Courage_Companies_UG_(haftungsbeschränkt),medicine_biotech,munich,berlin,0.1423666667,1982-08-01 0:00:00,1
ParkDepot GmbH,Markus_Ronald_Müller,mobility,other,münchen,16.751,1994-05-13 0:00:00,1
ParkDepot GmbH,Final_Frontier_GmbH,mobility,other,münchen,4.01995,1983-03-13 0:00:00,1
ParkDepot GmbH,BeAI_GmbH,mobility,frankfurt,münchen,3.839733333,1976-05-25 0:00:00,1
ParkDepot GmbH,SI_Development_&_Service_GmbH,mobility,other,münchen,2.34415,1977-10-31 0:00:00,1
ParkDepot GmbH,DSR_Ventures_GmbH,mobility,munich,münchen,0.723249191,1985-08-14 0:00:00,1
ParkDepot GmbH,Patrick_Fröse_Beteiligungsgesellschaft_UG_(haftungsbeschränkt),mobility,munich,münchen,5.85,1981-09-21 0:00:00,1
StudySmarter UG (haftungsbeschränkt),LC_Finance_GmbH,education,other,münchen,2.31,1969-07-15 0:00:00,1
StudySmarter UG (haftungsbeschränkt),bm_associate_GmbH,education,munich,münchen,4.426666667,1963-06-12 0:00:00,1
SEON Holding GmbH,Rieke_Ventures_GmbH,hardware,munich,kiel,0.106,1990-03-12 0:00:00,1
SEON Holding GmbH,ATRANDA_UG_(haftungsbeschränkt),hardware,stuttgart,kiel,14.3,1990-06-05 0:00:00,1
SEON Holding GmbH,Assheuer_Entwicklungsgesellschaft_mbH,hardware,other,kiel,17.05165,,1
lifespin GmbH,Jaa_Ventures_GmbH_mit_dem_Sitz_in_St._Leon-Rot,medicine_biotech,mannheim,regensburg,61.625,1985-04-12 0:00:00,1
lifespin GmbH,Vierte_AFM_Beteiligungs_GmbH,medicine_biotech,other,regensburg,28.88,1968-03-24 0:00:00,1
Dr. SAM Germany GmbH,Courage_Companies_UG_(haftungsbeschränkt),medicine_biotech,munich,düsseldorf,0.1423666667,1982-08-01 0:00:00,1
Dr. SAM Germany GmbH,Charles_Maxim_Rolfe_Songhurst,medicine_biotech,international,düsseldorf,1.004878571,1978-09-18 0:00:00,1
wayvs GmbH,Swish_UG_(haftungsbeschränkt),software,berlin,berlin,1.216666667,1984-02-21 0:00:00,1
wayvs GmbH,EBCW_GmbH,software,berlin,berlin,15.27,1975-09-15 0:00:00,1
Finbc GmbH,Impulsio_Ventures_GmbH,finance,international,essenheim,8.485,1964-06-11 0:00:00,1
Finbc GmbH,Grenion_GmbH,finance,frankfurt,essenheim,40.58,1990-05-21 0:00:00,1
Crashtest Security GmbH,Sebastian_Schuon_Investments_GmbH,software,munich,münchen,3.941543689,1984-10-09 0:00:00,1
Crashtest Security GmbH,Roskopf_Ventures_GmbH_Berlin,software,berlin,münchen,0.3603285714,1983-09-20 0:00:00,1
Crashtest Security GmbH,GUIDO_LANG,software,other,münchen,0.5533333333,1967-11-26 0:00:00,1
Crashtest Security GmbH,Felix_Frohn-Bernau,software,munich,münchen,2.75115,1968-11-26 0:00:00,1
Chattyco GmbH,Liberty_Ventures_GmbH,media,berlin,berlin,32.0574,1986-08-10 0:00:00,1
Chattyco GmbH,Charles_Maxim_Rolfe_Songhurst,media,international,berlin,1.004878571,1978-09-18 0:00:00,1
Chattyco GmbH,Tritium_GmbH,media,munich,berlin,1.3056,1969-10-07 0:00:00,1
Chattyco GmbH,FPS_Capital_GmbH,media,cologne,berlin,1.501175,1973-09-23 0:00:00,1
Chattyco GmbH,Campione_Ventures_UG_(haftungsbeschränkt),media,cologne,berlin,0.34565,1948-02-17 0:00:00,1
Chattyco GmbH,Ey_Ventures_GmbH,media,other,berlin,24.275,1973-03-28 0:00:00,1
Chattyco GmbH,Mornington_Crescent_Holdings_GmbH,media,berlin,berlin,1.5218,1973-10-22 0:00:00,1
TWAICE Technologies GmbH,Boston_Venture_GmbH,energy,munich,münchen,1.55412311,1972-05-28 0:00:00,1
Payrails GmbH,Tiger_Soft_GmbH,finance,berlin,berlin,34.4873,1984-11-23 0:00:00,1
Payrails GmbH,Force_Ventures_AG,finance,berlin,berlin,15.1186,1975-03-01 0:00:00,1
everdrop GmbH,Charles_Maxim_Rolfe_Songhurst,ecommerce,international,münchen,1.004878571,1978-09-18 0:00:00,1
everdrop GmbH,Dr._Michael_Halbherr,ecommerce,berlin,münchen,2.025,1964-12-05 0:00:00,1
everdrop GmbH,Richmond_&_Barnes_GmbH_mit_Sitz_in_München,ecommerce,munich,münchen,4.615,1967-07-10 0:00:00,1
everdrop GmbH,Martin_Winkler,ecommerce,munich,münchen,13.345,1988-08-19 0:00:00,1
everdrop GmbH,FS_Ventures_GmbH,ecommerce,munich,münchen,22.71666667,1983-08-20 0:00:00,1
everdrop GmbH,Altos_Advisors_GmbH,ecommerce,munich,münchen,2.76465,1969-01-08 0:00:00,1
everdrop GmbH,BeAI_GmbH,ecommerce,frankfurt,münchen,3.839733333,1976-05-25 0:00:00,1
everdrop GmbH,non_olet_GmbH,ecommerce,hamburg,münchen,1.40326,1968-06-01 0:00:00,1
GetSteps GmbH,AMT_Investments_GmbH,ecommerce,frankfurt,berlin,5.43,1968-05-21 0:00:00,1
GetSteps GmbH,Liberty_Ventures_GmbH,ecommerce,berlin,berlin,32.0574,1986-08-10 0:00:00,1
GetSteps GmbH,Kelly_Neal_Ford,ecommerce,berlin,berlin,0.616,1967-05-24 0:00:00,1
GetSteps GmbH,J._B._Projects_GmbH,ecommerce,other,berlin,24.2806,1983-10-14 0:00:00,1
TiRo CheckEnergy GmbH,CHEPSTOW_CAPITAL_GmbH,energy,cologne,berlin,0.8273,1962-08-05 0:00:00,1
TiRo CheckEnergy GmbH,Sebastian_Schuon_Investments_GmbH,energy,munich,berlin,3.941543689,1984-10-09 0:00:00,1
TiRo CheckEnergy GmbH,Fortyone_Capital,energy,munich,berlin,15.623025,1979-05-30 0:00:00,1
Perfood GmbH,AMT_Investments_GmbH,medicine_biotech,frankfurt,lübeck,5.43,1968-05-21 0:00:00,1
Donut Technologies GmbH,Markus_Winter,blockchain_crypto,berlin,berlin,0.2916666667,1980-09-08 0:00:00,1
Donut Technologies GmbH,Dr._Caren_Genthner-Kappesz,blockchain_crypto,berlin,berlin,0.88,1970-08-27 0:00:00,1
Donut Technologies GmbH,tbd.investments_GmbH,blockchain_crypto,berlin,berlin,4.35245,1981-02-03 0:00:00,1
mix&match GmbH,Liberty_Ventures_GmbH,media,berlin,berlin,32.0574,1986-08-10 0:00:00,1
mix&match GmbH,Lars_Stoy,media,cologne,berlin,1.415,1972-08-04 0:00:00,1
mix&match GmbH,Ole_Ventures_GmbH,media,other,berlin,3.391466667,1985-03-07 0:00:00,1
mix&match GmbH,Pineapple_Ventures_UG_(haftungsbeschränkt)_AG_Nürnberg,media,other,berlin,3.0021,1994-09-30 0:00:00,1
Delightful Finance GmbH,Vento_Ventures_GmbH_mit_Sitz_in_Berlin_with_registered_office_in_Berlin,finance,berlin,berlin,0.4686504854,1982-11-03 0:00:00,1
Delightful Finance GmbH,kSsR_Beteiligungen_UG_(haftungsbeschränkt,finance,berlin,berlin,54.66666667,1978-02-26 0:00:00,1
Delightful Finance GmbH,eNugget_Ventures_UG_(haftungsbeschränkt),finance,berlin,berlin,1.4479,1984-08-19 0:00:00,1
Sdui GmbH,LeMoMe_GmbH,education,frankfurt,koblenz,3.0175,1973-04-20 0:00:00,1
Sdui GmbH,Amedo_smart_tracking_solutions_GmbH,education,cologne,koblenz,29.7551,1979-01-17 0:00:00,1
yamuntu GmbH,AMT_Investments_GmbH,ecommerce,frankfurt,hamburg,5.43,1968-05-21 0:00:00,1
yamuntu GmbH,Hanseatic_Digital_JPL_UG_(haftungsbeschränkt),ecommerce,hamburg,hamburg,29.45,1981-06-05 0:00:00,1
Masterplan com GmbH,Fermat_Beteiligungs_Unternehmergesellschaft_(haftungsbeschränkt),staffing,other,bochum,37.5,1985-02-21 0:00:00,1
Masterplan com GmbH,Dr._Johannes_Baulmann,staffing,cologne,bochum,7.66265,1972-06-03 0:00:00,1
Masterplan com GmbH,Mücke_&_Sturm_Beteiligungsgesellschaft_mbH,staffing,munich,bochum,5.251314286,1971-11-25 0:00:00,1
Masterplan com GmbH,I!see_GmbH,staffing,cologne,bochum,4.492,1978-01-09 0:00:00,1
SPREAD GmbH,Wilmking_GmbH_AG_Berlin_(Charlottenburg),industry,berlin,berlin,0.22925,1979-01-31 0:00:00,1
SPREAD GmbH,SFC_Care_UG_(haftungsbeschrankt),industry,cologne,berlin,28.925,1983-03-25 0:00:00,1
SPREAD GmbH,Invisible_Hand_Ventures_GmbH,industry,munich,berlin,5.510133333,1967-06-06 0:00:00,1
SPREAD GmbH,Bornschein_&_keine_Töchter_GmbH,industry,berlin,berlin,33.66426667,1983-03-11 0:00:00,1
SPREAD GmbH,AREO_B_Beteiligungs_GmbH,industry,other,berlin,1.85,1969-01-12 0:00:00,1
SPREAD GmbH,Schünemann_Ventures_UG_(haftungsbeschränkt),industry,berlin,berlin,10.9347,1985-03-28 0:00:00,1
SPREAD GmbH,Florian_Stöhr,industry,munich,berlin,14.64466667,1978-05-02 0:00:00,1
SPREAD GmbH,Goldfinger_Investment_Holding_GmbH,industry,berlin,berlin,0.81464,1976-05-15 0:00:00,1
SPREAD GmbH,MLA_Capital_UG_(haftungsbeschränkt),industry,berlin,berlin,9.166,1993-05-28 0:00:00,1
SPREAD GmbH,Rudolf_van_Megen,industry,cologne,berlin,16.98,1954-06-27 0:00:00,1
Aware Health GmbH,Vento_Ventures_GmbH_mit_Sitz_in_Berlin_with_registered_office_in_Berlin,medicine_biotech,berlin,berlin,0.4686504854,1982-11-03 0:00:00,1
Aware Health GmbH,Next_Big_Thing_AG,medicine_biotech,berlin,berlin,58.97683333,1971-02-14 0:00:00,1
Aware Health GmbH,Beam_GmbH,medicine_biotech,berlin,berlin,56.03916,1980-09-07 0:00:00,1
Aware Health GmbH,Comatus_UG_(haftungsbeschränkt),medicine_biotech,berlin,berlin,9.133666667,1983-09-15 0:00:00,1
Aware Health GmbH,Kiana_Mardi,medicine_biotech,munich,berlin,1.525,1980-09-12 0:00:00,1
Aware Health GmbH,MGH_Beratungs-_und_Beteiligungs-_GmbH,medicine_biotech,frankfurt,berlin,4.765425,1966-03-26 0:00:00,1
Aware Health GmbH,Solanus_GmbH,medicine_biotech,hamburg,berlin,0.766825,1969-04-12 0:00:00,1
Aware Health GmbH,Pik_Capital_GmbH_mit_Sitz_in_Berlin,medicine_biotech,berlin,berlin,9.7939,1982-05-16 0:00:00,1
Loyalty Prime GmbH,MJM_Investments,advertising,munich,münchen,0.585961165,1978-05-16 0:00:00,1
cleverly edu GmbH,AVEL_GmbH,education,munich,berlin,1.595,1969-04-30 0:00:00,1
cleverly edu GmbH,Koehler_Investment_Holding_GmbH,education,berlin,berlin,3.0205,1965-12-23 0:00:00,1
cleverly edu GmbH,CopperBeech_GmbH,education,hamburg,berlin,11.691,1971-01-14 0:00:00,1
cleverly edu GmbH,Tritium_GmbH,education,munich,berlin,1.3056,1969-10-07 0:00:00,1
cleverly edu GmbH,Michael_Näf,education,international,berlin,1.4272,1973-08-05 0:00:00,1
cleverly edu GmbH,Marc_Müller,education,other,berlin,1.290233333,1992-03-06 0:00:00,1
cleverly edu GmbH,JJK_Investment_UG_(haftungsbeschränkt),education,munich,berlin,22.78,1998-12-17 0:00:00,1
Condo Group GmbH,Rebellion_Ventures_UG_(haftungsbeschränkt),real_estate,berlin,hamburg,0.6309,1973-04-28 0:00:00,1
Condo Group GmbH,Final_Frontier_GmbH,real_estate,other,hamburg,4.01995,1983-03-13 0:00:00,1
Condo Group GmbH,Florian_Huber_Beteiligungen_GmbH,real_estate,munich,hamburg,1.60640716,1973-08-23 0:00:00,1
Condo Group GmbH,modulr.ventures_UG_(haftungsbeschränkt),real_estate,hamburg,hamburg,12.5,1987-01-04 0:00:00,1
vivenu GmbH,Dr._VG_Schuh_GmbH,software,cologne,düsseldorf,1.335853333,1967-11-28 0:00:00,1
vivenu GmbH,Quovabiz_GmbH,software,cologne,düsseldorf,0.7859,1978-01-23 0:00:00,1
vivenu GmbH,Liedtke_Holding_UG_(haftungsbeschränkt),software,cologne,düsseldorf,22.6168,1987-10-08 0:00:00,1
The Meditation Company GmbH,Matthias_Urlichs,software,other,berlin,0.628,1966-06-08 0:00:00,1
The Meditation Company GmbH,Roskopf_Ventures_GmbH_Berlin,software,berlin,berlin,0.3603285714,1983-09-20 0:00:00,1
Datos-Intelligence GmbH,Matthias_Urlichs,software,other,berlin,0.628,1966-06-08 0:00:00,1
Datos-Intelligence GmbH,Tuennermann_Ventures_GmbH,software,other,berlin,2.1174,1981-01-17 0:00:00,1
retorio GmbH,Ralph_Suda,staffing,munich,münchen,17.995,1965-12-10 0:00:00,1
retorio GmbH,Twenty-Three_NH_UG_(haftungsbeschränkt),staffing,berlin,münchen,36.19666667,1986-01-23 0:00:00,1
retorio GmbH,Helmut_Cornelius_Nanz,staffing,stuttgart,münchen,26.315,1969-11-05 0:00:00,1
retorio GmbH,Markus_C._Müller_Invest_GmbH,staffing,munich,münchen,12.71183,1973-08-31 0:00:00,1
Saiga GmbH,OMA_Ventures_GmbH,finance,munich,berlin,0.08055,1982-06-17 0:00:00,1
Saiga GmbH,Monday_Invest_GmbH,finance,cologne,berlin,3.658733333,1977-08-01 0:00:00,1
Saiga GmbH,AMT_Investments_GmbH,finance,frankfurt,berlin,5.43,1968-05-21 0:00:00,1
Saiga GmbH,MURAKAMY_GmbH,finance,munich,berlin,1.70465,1979-01-15 0:00:00,1
Modiblast Pharma GmbH,m.w.mosen_GmbH,medicine_biotech,cologne,oberhaching,0.8163666667,1964-04-24 0:00:00,1
mediaire GmbH,MSG_Consulting_GmbH,medicine_biotech,munich,berlin,22.5,1962-08-13 0:00:00,1
mediaire GmbH,"Caletia_GmbH_Berlin,_Deutschland",medicine_biotech,berlin,berlin,0.3864666667,1977-11-11 0:00:00,1
flair.hr GmbH,Tengri_Ventures_UG_(haftungsbeschränkt),staffing,munich,münchen,2.4,,1
flair.hr GmbH,Patentpool_Target_GmbH,staffing,munich,münchen,22.8393,1959-08-30 0:00:00,1
flair.hr GmbH,Vento_Ventures_GmbH_mit_Sitz_in_Berlin_with_registered_office_in_Berlin,staffing,berlin,münchen,0.4686504854,1982-11-03 0:00:00,1
flair.hr GmbH,Hübner_Invest_GmbH,staffing,munich,münchen,24.466275,,1
flair.hr GmbH,Charles_Maxim_Rolfe_Songhurst,staffing,international,münchen,1.004878571,1978-09-18 0:00:00,1
flair.hr GmbH,JALE_Beteiligungs_GmbH,staffing,munich,münchen,15.9199,1975-07-06 0:00:00,1
flair.hr GmbH,GingerCat_UG_(haftungsbeschränkt),staffing,berlin,münchen,0.9409,,1
edyoucated GmbH,B.I.G._Holding_SE,education,berlin,münster,31.19705,,1
edyoucated GmbH,Darko_Turajlic,education,stuttgart,münster,16.668,1982-01-05 0:00:00,1
edyoucated GmbH,huesmann_Punkt_GmbH,education,other,münster,0.1533333333,1991-04-04 0:00:00,1
edyoucated GmbH,Michael,education,other,münster,36.155,1970-10-05 0:00:00,1
edyoucated GmbH,Giovanni_Berti,education,stuttgart,münster,6.2,1966-01-24 0:00:00,1
edyoucated GmbH,Vealo_Ventures_GmbH,education,other,münster,4.111549632,1974-07-18 0:00:00,1
apheris AI GmbH,BASK_Capital_GmbH,software,munich,berlin,6.044133333,1983-07-08 0:00:00,1
apheris AI GmbH,Rapid_Pioneers_GmbH,software,berlin,berlin,33.73666667,1988-07-03 0:00:00,1
apheris AI GmbH,JAS_Investments_GmbH,software,berlin,berlin,0.24135,1986-11-14 0:00:00,1
apheris AI GmbH,Torsten_Kurth,software,berlin,berlin,0.4275,1973-02-25 0:00:00,1
Aitme GmbH,Lorenzo_Franzi,food,international,berlin,1.19,1983-05-20 0:00:00,1
Aitme GmbH,PK_Projects_GmbH,food,berlin,berlin,2.90884,1976-05-28 0:00:00,1
Aitme GmbH,Teuber_Business_Invest_GmbH,food,berlin,berlin,34.26,1979-11-07 0:00:00,1
compa Construction Solutions GmbH,Behantivo_UG_(haftungsbeschränkt),finance,berlin,berlin,15.5289,1985-06-01 0:00:00,1
compa Construction Solutions GmbH,Carsten_Oliver_Thoma,finance,international,berlin,0.48316,1974-06-14 0:00:00,1
compa Construction Solutions GmbH,Florian_Swoboda,finance,berlin,berlin,19.75133333,1989-03-02 0:00:00,1
compa Construction Solutions GmbH,"Mader,_Nico",finance,stuttgart,berlin,1.98152408,1980-03-28 0:00:00,1
Tomorrow GmbH,Claudius_Consulting_GmbH,finance,berlin,hamburg,0.81645,1979-08-27 0:00:00,1
Tomorrow GmbH,Hanse_Ventures_BSJ_GmbH,finance,hamburg,hamburg,18.15857143,1982-10-03 0:00:00,1
Tomorrow GmbH,Berlin_Ventures_BG_GmbH,finance,berlin,hamburg,2.31905,1969-10-15 0:00:00,1
Tomorrow GmbH,WILHELM_ARTUR_VINCENT_KISKER,finance,international,hamburg,0.375,1961-01-05 0:00:00,1
Mobius Labs GmbH,Fadelia_GmbH_AG,software,berlin,berlin,1.352,1983-10-14 0:00:00,1
Mobius Labs GmbH,Renner_Ventures_&_Philanthropies_GmbH,software,munich,berlin,3.335972672,1984-04-28 0:00:00,1
Mobius Labs GmbH,Palatine_Ventures_GmbH,software,other,berlin,17.29606667,1977-06-09 0:00:00,1
Mobius Labs GmbH,STEFAN_SCHMÖLZ,software,munich,berlin,0.62,1973-01-17 0:00:00,1
Mobius Labs GmbH,Michèle_Frey-Hilti,software,international,berlin,4.0831,1987-10-03 0:00:00,1
Mobius Labs GmbH,MRS_Beteiligung_GmbH,software,frankfurt,berlin,0.846,1988-06-17 0:00:00,1
dive solutions GmbH,Baum_des_Lebens_Beteiligungs_GmbH,industry,berlin,berlin,2.365666667,1977-07-27 0:00:00,1
dive solutions GmbH,Michael_W._Schwetje,industry,cologne,berlin,4.1015,1967-03-30 0:00:00,1
remind me GmbH,Gega_Ventures_UG_(haftungsbeschränkt_),software,berlin,berlin,19.915,1982-11-12 0:00:00,1
remind me GmbH,Hunaja_Capital_GmbH,software,berlin,berlin,0.3186,1983-03-05 0:00:00,1
remind me GmbH,Abtura_Beteiligungs_GmbH,software,international,berlin,6.425,1976-03-15 0:00:00,1
remind me GmbH,Maruhn_Budack_Values_UG_(haftungsbeschränkt),software,berlin,berlin,8.0175,1990-09-08 0:00:00,1
remind me GmbH,HVV_Vermögensverwaltung_GmbH,software,munich,berlin,7.05,1976-02-17 0:00:00,1
cirplus GmbH,Martin_Stolz,environmental_technology,other,hamburg,29.165,1975-09-03 0:00:00,1
LykonDX GmbH,Michael_Wölfle,medicine_biotech,munich,berlin,0.285,1950-10-06 0:00:00,1
LykonDX GmbH,METROPOL_Invest_GmbH,medicine_biotech,berlin,berlin,0.57065,1972-04-18 0:00:00,1
LykonDX GmbH,Calchas_Holding_GmbH,medicine_biotech,cologne,berlin,1.3297,1986-10-28 0:00:00,1
LykonDX GmbH,Marvelous_Ventures_UG_(haftungsbeschränkt),medicine_biotech,berlin,berlin,21.668,1979-07-21 0:00:00,1
LykonDX GmbH,Dr._Thomas_Vollmoeller,medicine_biotech,hamburg,berlin,1.0765,1960-02-10 0:00:00,1
LykonDX GmbH,Oberon_Capital_GmbH,medicine_biotech,munich,berlin,2.06,1971-10-18 0:00:00,1
LykonDX GmbH,BPon_UG_(haftungsbeschränkt),medicine_biotech,berlin,berlin,1.1395,1973-02-05 0:00:00,1
LykonDX GmbH,Andreas_Kersten_Beteiligungsgesellschaft_mbH,medicine_biotech,cologne,berlin,3.582666667,1964-11-10 0:00:00,1
Evy Solutions GmbH,Konine_UG_(haftungsbeschränkt),software,berlin,köln,0.125,1984-07-09 0:00:00,1
Cargo One GmbH,"Schönburg,_Benjamin",logistics,berlin,berlin,0.2151666667,1990-01-15 0:00:00,1
Cargo One GmbH,EBCW_GmbH,logistics,berlin,berlin,15.27,1975-09-15 0:00:00,1
Anyskill Technologies GmbH,Sundowner_Ventures_GmbH,education,berlin,berlin,20.65,1979-12-11 0:00:00,1
Anyskill Technologies GmbH,Mercutio_GmbH_Berlin,education,berlin,berlin,1.546,1979-07-18 0:00:00,1
Anyskill Technologies GmbH,liventura_GmbH,education,berlin,berlin,0.72425,1974-04-01 0:00:00,1
Anyskill Technologies GmbH,AleHa_Holding_UG_(haftungsbeschränkt),education,stuttgart,berlin,5.705,1992-05-12 0:00:00,1
Anyskill Technologies GmbH,Bolz_Capital_UG_(haftungsbeschränkt),education,berlin,berlin,0.16,1981-11-04 0:00:00,1
Uncap GmbH,Felix_Management_GP_II_LP,finance,international,münchen,0.33,1923-07-11 0:00:00,1
Uncap GmbH,Attic_9_Beteiligungen_UG_(haftungsbeschränkt),finance,munich,münchen,37.5,1997-03-02 0:00:00,1
Uncap GmbH,Alexander_Bernhard_Lippert,finance,international,münchen,0.120242395,1989-09-26 0:00:00,1
